bird_name,item_taxon,diet_percentage
Cattle Egret,Unid. Annelida,0.24
Cattle Egret,Unid. Arthropoda,0.15
Cattle Egret,Unid. Arthropoda larva;adult,0.0
Cattle Egret,Unid. Aves,0.07
Cattle Egret,Unid. Chilopoda,0.01
Cattle Egret,Unid. Chordata,0.02
Cattle Egret,Unid. Clitellata,0.95
Cattle Egret,Unid. Diplopoda,0.0
Cattle Egret,Unid. Euchelicerata,0.38
Cattle Egret,Unid. Gastropoda,0.0
Cattle Egret,Unid. Insecta,6.69
Cattle Egret,Unid. Insecta larva;adult,0.31
Cattle Egret,Unid. Malacostraca,0.0
Cattle Egret,Unid. Mammalia,0.07
Cattle Egret,Unid. Mollusca,0.17
Cattle Egret,Unid. Non-biological,0.01
Cattle Egret,Unid. Reptilia,0.22
Cattle Egret,Unid. Teleostei,0.09
Cattle Egret,Unid. Tracheophyta,0.02
Cattle Egret,Unid. Unknown,0.0
Black-crowned Night-Heron,Clupeiformes [herrings],22.5
Black-crowned Night-Heron,"Cyprinodontiformes [rivulines, killifishes, and livebearers]",27.5
Black-crowned Night-Heron,Decapoda [decapods],7.15
Black-crowned Night-Heron,Unid. Chordata,1.35
Black-crowned Night-Heron,Unid. Teleostei,41.65
Red-shouldered Hawk,Anseriformes [waterfowl],0.11
Red-shouldered Hawk,Anura [frogs and toads],3.19
Red-shouldered Hawk,Caudata [salamanders],0.43
Red-shouldered Hawk,Columbiformes [pigeons and doves],0.32
Red-shouldered Hawk,"Cypriniformes [minnows, suckers, carps, and loaches]",0.64
Red-shouldered Hawk,Decapoda [decapods],0.75
Red-shouldered Hawk,Galliformes [landfowl],0.32
Red-shouldered Hawk,Lagomorpha [lagomorphs],0.32
Red-shouldered Hawk,Passeriformes [perching birds],3.4
Red-shouldered Hawk,"Piciformes [woodpeckers, barbets, and allies]",0.64
Red-shouldered Hawk,Rodentia [rodents],13.52
Red-shouldered Hawk,Soricomorpha,4.05
Red-shouldered Hawk,Squamata [squamates],0.96
Red-shouldered Hawk,Testudines [turtles and tortoises],0.64
Red-shouldered Hawk,Unid. Animalia,26.33
Red-shouldered Hawk,Unid. Aves,1.64
Red-shouldered Hawk,Unid. Chordata,17.0
Red-shouldered Hawk,Unid. Clitellata,0.96
Red-shouldered Hawk,Unid. Insecta,3.09
Red-shouldered Hawk,Unid. Mammalia,21.63
Prairie Falcon,Anseriformes [waterfowl],0.12
Prairie Falcon,Charadriiformes [shorebirds and allies],8.7
Prairie Falcon,Columbiformes [pigeons and doves],2.25
Prairie Falcon,Galliformes [landfowl],1.34
Prairie Falcon,Lagomorpha [lagomorphs],3.52
Prairie Falcon,"Orthoptera [grasshoppers, crickets, and katydids]",2.4
Prairie Falcon,Passeriformes [perching birds],11.02
Prairie Falcon,"Piciformes [woodpeckers, barbets, and allies]",0.25
Prairie Falcon,Rodentia [rodents],25.59
Prairie Falcon,Squamata [squamates],0.09
Prairie Falcon,Unid. Amphibia,0.01
Prairie Falcon,Unid. Animalia,5.64
Prairie Falcon,Unid. Aves,21.36
Prairie Falcon,Unid. Chordata,3.25
Prairie Falcon,Unid. Euchelicerata,0.06
Prairie Falcon,Unid. Insecta,0.24
Prairie Falcon,Unid. Mammalia,13.21
Prairie Falcon,Unid. Reptilia,0.84
Black Tern,Coleoptera [beetles],14.5
Black Tern,Diptera [flies],8.0
Black Tern,Ephemeroptera [mayflies],13.0
Black Tern,Odonata [dragonflies and damselflies],20.0
Black Tern,"Orthoptera [grasshoppers, crickets, and katydids]",12.0
Black Tern,Unid. Animalia,10.5
Black Tern,Unid. Chordata,19.0
Black Tern,Unid. Malacostraca,3.0
Great Gray Owl,"Accipitriformes [hawks, eagles, kites, and allies]",0.05
Great Gray Owl,Anseriformes [waterfowl],0.01
Great Gray Owl,Anura [frogs and toads],0.01
Great Gray Owl,Carnivora [carnivorans],0.05
Great Gray Owl,Galliformes [landfowl],0.01
Great Gray Owl,Lagomorpha juvenile [lagomorphs],0.06
Great Gray Owl,Passeriformes [perching birds],0.1
Great Gray Owl,Rodentia [rodents],72.09
Great Gray Owl,Soricomorpha,1.5
Great Gray Owl,Unid. Aves,2.51
Great Gray Owl,Unid. Insecta,0.03
Great Gray Owl,Unid. Mammalia,23.5
Great Gray Owl,Unid. Teleostei,0.01
Long-eared Owl,Anura [frogs and toads],0.0
Long-eared Owl,Carnivora [carnivorans],0.02
Long-eared Owl,Caudata [salamanders],0.0
Long-eared Owl,Charadriiformes [shorebirds and allies],1.53
Long-eared Owl,Chiroptera [bats],0.09
Long-eared Owl,Coleoptera [beetles],0.01
Long-eared Owl,Columbiformes [pigeons and doves],0.01
Long-eared Owl,Decapoda [decapods],0.04
Long-eared Owl,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.01
Long-eared Owl,Lagomorpha [lagomorphs],0.58
Long-eared Owl,Lagomorpha juvenile [lagomorphs],0.01
Long-eared Owl,"Orthoptera [grasshoppers, crickets, and katydids]",0.14
Long-eared Owl,Passeriformes [perching birds],0.55
Long-eared Owl,Rodentia [rodents],87.16
Long-eared Owl,Scorpiones [scorpions],0.0
Long-eared Owl,Soricomorpha,3.17
Long-eared Owl,Squamata [squamates],0.01
Long-eared Owl,Strigiformes [owls],0.0
Long-eared Owl,Unid. Animalia,0.01
Long-eared Owl,Unid. Arthropoda,0.04
Long-eared Owl,Unid. Aves,1.47
Long-eared Owl,Unid. Chordata,0.0
Long-eared Owl,Unid. Euchelicerata,0.0
Long-eared Owl,Unid. Insecta,0.17
Long-eared Owl,Unid. Mammalia,4.81
Long-eared Owl,Unid. Reptilia,0.0
Dusky Flycatcher,Araneae [spiders],0.5
Dusky Flycatcher,Coleoptera [beetles],10.9
Dusky Flycatcher,Diptera [flies],13.0
Dusky Flycatcher,"Hemiptera [true bugs, hoppers, aphids, and allies]",22.3
Dusky Flycatcher,"Hymenoptera [ants, bees, wasps, and sawflies]",38.0
Dusky Flycatcher,Lepidoptera [butterflies and moths],1.7
Dusky Flycatcher,Lepidoptera larva [caterpillars],3.9
Dusky Flycatcher,Unid. Tracheophyta,8.2
Say's Phoebe,Araneae [spiders],0.7
Say's Phoebe,Blattodea [cockroaches and termites],0.12
Say's Phoebe,Coleoptera [beetles],13.97
Say's Phoebe,Diptera [flies],12.54
Say's Phoebe,"Hemiptera [true bugs, hoppers, aphids, and allies]",4.64
Say's Phoebe,"Hymenoptera [ants, bees, wasps, and sawflies]",20.73
Say's Phoebe,Isopoda [isopods],0.15
Say's Phoebe,Lepidoptera [butterflies and moths],4.94
Say's Phoebe,Lepidoptera larva [caterpillars],1.11
Say's Phoebe,Lepidoptera larva;adult,3.03
Say's Phoebe,"Neuroptera [antlions, lacewings, and allies]",0.25
Say's Phoebe,"Orthoptera [grasshoppers, crickets, and katydids]",34.04
Say's Phoebe,Unid. Arthropoda,2.0
Say's Phoebe,Unid. Insecta,1.2
Say's Phoebe,Unid. Magnoliopsida,0.56
Western Kingbird,Araneae [spiders],0.33
Western Kingbird,Coleoptera [beetles],52.57
Western Kingbird,Diptera [flies],1.53
Western Kingbird,"Hemiptera [true bugs, hoppers, aphids, and allies]",5.3
Western Kingbird,"Hymenoptera [ants, bees, wasps, and sawflies]",28.93
Western Kingbird,Lepidoptera [butterflies and moths],1.43
Western Kingbird,Lepidoptera larva;adult,1.0
Western Kingbird,Odonata [dragonflies and damselflies],1.63
Western Kingbird,"Orthoptera [grasshoppers, crickets, and katydids]",5.2
Western Kingbird,Unid. Insecta,1.2
Western Kingbird,Unid. Magnoliopsida,0.67
Eastern Kingbird,Coleoptera [beetles],6.34
Eastern Kingbird,Diptera [flies],0.8
Eastern Kingbird,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.81
Eastern Kingbird,"Hymenoptera [ants, bees, wasps, and sawflies]",8.1
Eastern Kingbird,Lepidoptera larva;adult,0.8
Eastern Kingbird,"Orthoptera [grasshoppers, crickets, and katydids]",2.96
Eastern Kingbird,Unid. Animalia,61.0
Eastern Kingbird,Unid. Insecta,1.44
Eastern Kingbird,Unid. Magnoliopsida,2.77
Eastern Kingbird,Unid. Tracheophyta,14.0
Bank Swallow,Coleoptera [beetles],18.95
Bank Swallow,Diptera [flies],26.32
Bank Swallow,"Hemiptera [true bugs, hoppers, aphids, and allies]",3.98
Bank Swallow,"Hymenoptera [ants, bees, wasps, and sawflies]",6.7
Bank Swallow,Lepidoptera larva;adult,0.6
Bank Swallow,Odonata [dragonflies and damselflies],1.05
Bank Swallow,Unid. Insecta,41.4
Bank Swallow,Unid. Magnoliopsida,1.0
White-breasted Nuthatch,Araneae [spiders],1.0
White-breasted Nuthatch,"Asterales [asters, bellflowers, fanflowers, and allies]",5.5
White-breasted Nuthatch,Coleoptera [beetles],6.5
White-breasted Nuthatch,"Hemiptera [true bugs, hoppers, aphids, and allies]",3.3
White-breasted Nuthatch,"Hymenoptera [ants, bees, wasps, and sawflies]",7.2
White-breasted Nuthatch,"Hymenoptera larva [ants, bees, wasps, and sawflies]",1.1
White-breasted Nuthatch,Lepidoptera larva [caterpillars],2.7
White-breasted Nuthatch,"Orthoptera [grasshoppers, crickets, and katydids]",2.9
White-breasted Nuthatch,"Poales [grasses, sedges, and allies]",55.4
White-breasted Nuthatch,"Rosales [roses, elms, figs, and allies]",0.3
White-breasted Nuthatch,Unid. Animalia,3.5
White-breasted Nuthatch,Unid. Magnoliopsida,10.5
White-breasted Nuthatch,Vitales,0.1
Nashville Warbler,Araneae [spiders],12.39
Nashville Warbler,Coleoptera [beetles],5.21
Nashville Warbler,Diptera [flies],5.4
Nashville Warbler,"Hemiptera [true bugs, hoppers, aphids, and allies]",17.78
Nashville Warbler,"Hymenoptera [ants, bees, wasps, and sawflies]",3.11
Nashville Warbler,Lepidoptera [butterflies and moths],0.01
Nashville Warbler,Lepidoptera larva [caterpillars],21.84
Nashville Warbler,Unid. Animalia,12.34
Nashville Warbler,Unid. Arthropoda,12.08
Nashville Warbler,Unid. Insecta,4.0
Nashville Warbler,Unid. Magnoliopsida,4.33
Nashville Warbler,Unid. Non-biological,0.08
Nashville Warbler,Unid. Tracheophyta,1.42
Yellow-breasted Chat,Araneae [spiders],14.0
Yellow-breasted Chat,Coleoptera [beetles],14.0
Yellow-breasted Chat,Diptera [flies],3.0
Yellow-breasted Chat,"Hemiptera [true bugs, hoppers, aphids, and allies]",5.0
Yellow-breasted Chat,"Hymenoptera [ants, bees, wasps, and sawflies]",55.0
Yellow-breasted Chat,Lepidoptera larva;adult,9.0
American Tree Sparrow,Araneae [spiders],0.31
American Tree Sparrow,"Brassicales [mustards, capers, and allies]",0.83
American Tree Sparrow,"Caryophyllales [pinks, cactuses, and allies]",0.34
American Tree Sparrow,Coleoptera [beetles],0.13
American Tree Sparrow,Coleoptera larva [beetles],0.48
American Tree Sparrow,Diptera [flies],0.44
American Tree Sparrow,Diptera larva [flies],0.16
American Tree Sparrow,"Ericales [heathers, balsams, primroses, and allies]",3.46
American Tree Sparrow,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.04
American Tree Sparrow,"Hymenoptera [ants, bees, wasps, and sawflies]",0.05
American Tree Sparrow,"Hymenoptera pupa [ants, bees, wasps, and sawflies]",0.1
American Tree Sparrow,Lepidoptera [butterflies and moths],0.0
American Tree Sparrow,Lepidoptera larva [caterpillars],0.96
American Tree Sparrow,Pinales [conifers],0.06
American Tree Sparrow,"Poales [grasses, sedges, and allies]",8.85
American Tree Sparrow,Unid. Animalia,25.45
American Tree Sparrow,Unid. Animalia egg,0.58
American Tree Sparrow,Unid. Euchelicerata,0.0
American Tree Sparrow,Unid. Mollusca,0.08
American Tree Sparrow,Unid. Tracheophyta,57.69
Vesper Sparrow,Araneae [spiders],1.01
Vesper Sparrow,"Brassicales [mustards, capers, and allies]",0.25
Vesper Sparrow,"Caryophyllales [pinks, cactuses, and allies]",1.31
Vesper Sparrow,Coleoptera [beetles],15.26
Vesper Sparrow,Diptera [flies],0.64
Vesper Sparrow,"Ericales [heathers, balsams, primroses, and allies]",0.38
Vesper Sparrow,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.99
Vesper Sparrow,"Hymenoptera [ants, bees, wasps, and sawflies]",1.47
Vesper Sparrow,"Lamiales [mints, plantains, olives, and allies]",0.06
Vesper Sparrow,Lepidoptera larva [caterpillars],1.76
Vesper Sparrow,Lepidoptera larva;adult,0.62
Vesper Sparrow,"Malpighiales [nances, willows, and allies]",2.25
Vesper Sparrow,Odonata [dragonflies and damselflies],0.34
Vesper Sparrow,"Orthoptera [grasshoppers, crickets, and katydids]",24.75
Vesper Sparrow,"Oxalidales [woodsorrels, quandongs, and allies]",0.09
Vesper Sparrow,"Poales [grasses, sedges, and allies]",20.47
Vesper Sparrow,Unid. Euchelicerata,0.31
Vesper Sparrow,Unid. Insecta,0.31
Vesper Sparrow,Unid. Magnoliopsida,16.47
Vesper Sparrow,Unid. Non-biological,4.12
Vesper Sparrow,Unid. Unknown,5.88
Harris's Sparrow,"Asterales [asters, bellflowers, fanflowers, and allies]",42.0
Harris's Sparrow,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.0
Harris's Sparrow,"Poales [grasses, sedges, and allies]",19.0
Harris's Sparrow,Unid. Animalia,6.0
Harris's Sparrow,Unid. Magnoliopsida,6.0
Harris's Sparrow,Unid. Tracheophyta,25.0
Rusty Blackbird,Coleoptera [beetles],2.3
Rusty Blackbird,Lepidoptera larva [caterpillars],0.42
Rusty Blackbird,"Orthoptera [grasshoppers, crickets, and katydids]",2.0
Rusty Blackbird,"Poales [grasses, sedges, and allies]",5.58
Rusty Blackbird,Unid. Animalia,48.02
Rusty Blackbird,Unid. Arthropoda,0.67
Rusty Blackbird,Unid. Insecta,2.28
Rusty Blackbird,Unid. Magnoliopsida,5.28
Rusty Blackbird,Unid. Tracheophyta,21.83
Rusty Blackbird,Unid. Unknown,11.62
Common Redpoll,Unid. Animalia,0.33
Common Redpoll,Unid. Tracheophyta,99.67
Spruce Grouse,Alismatales [water plantains and allies],0.03
Spruce Grouse,"Caryophyllales [pinks, cactuses, and allies]",0.05
Spruce Grouse,Celastrales [staff-vines and allies],0.54
Spruce Grouse,Coleoptera [beetles],0.12
Spruce Grouse,"Dipsacales [honeysuckles, moschatels, and allies]",0.32
Spruce Grouse,Diptera [flies],0.02
Spruce Grouse,Equisetales [horsetails],0.22
Spruce Grouse,"Ericales [heathers, balsams, primroses, and allies]",24.18
Spruce Grouse,"Fabales [legumes, milkworts, and allies]",1.01
Spruce Grouse,"Fagales [beeches, oaks, walnuts, and allies]",0.02
Spruce Grouse,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.08
Spruce Grouse,"Hymenoptera [ants, bees, wasps, and sawflies]",0.22
Spruce Grouse,Lepidoptera [butterflies and moths],0.0
Spruce Grouse,Lepidoptera larva [caterpillars],0.0
Spruce Grouse,"Liliales [lilies, supplejacks, and allies]",0.85
Spruce Grouse,"Malpighiales [nances, willows, and allies]",0.49
Spruce Grouse,"Orthoptera [grasshoppers, crickets, and katydids]",1.75
Spruce Grouse,Pinales [conifers],57.47
Spruce Grouse,"Poales [grasses, sedges, and allies]",9.28
Spruce Grouse,"Rosales [roses, elms, figs, and allies]",0.3
Spruce Grouse,"Saxifragales [saxifrages, stonecrops, and allies]",0.07
Spruce Grouse,Unid. Animalia larva,0.0
Spruce Grouse,Unid. Arthropoda,0.06
Spruce Grouse,Unid. Ascomycota,0.0
Spruce Grouse,Unid. Basidiomycota,0.15
Spruce Grouse,Unid. Bryophyta,0.0
Spruce Grouse,Unid. Fungi,0.23
Spruce Grouse,Unid. Insecta,0.0
Spruce Grouse,Unid. Insecta larva,0.0
Spruce Grouse,Unid. Magnoliopsida,0.26
Spruce Grouse,Unid. Pinopsida,0.24
Spruce Grouse,Unid. Tracheophyta,0.85
Spruce Grouse,Unid. Unknown,0.05
White-tailed Ptarmigan,"Asterales [asters, bellflowers, fanflowers, and allies]",0.4
White-tailed Ptarmigan,"Brassicales [mustards, capers, and allies]",0.94
White-tailed Ptarmigan,"Caryophyllales [pinks, cactuses, and allies]",3.44
White-tailed Ptarmigan,"Ericales [heathers, balsams, primroses, and allies]",5.0
White-tailed Ptarmigan,"Fabales [legumes, milkworts, and allies]",0.3
White-tailed Ptarmigan,"Fagales [beeches, oaks, walnuts, and allies]",6.8
White-tailed Ptarmigan,"Liliales [lilies, supplejacks, and allies]",0.33
White-tailed Ptarmigan,"Malpighiales [nances, willows, and allies]",58.91
White-tailed Ptarmigan,Pinales [conifers],1.37
White-tailed Ptarmigan,"Poales [grasses, sedges, and allies]",6.2
White-tailed Ptarmigan,"Ranunculales [buttercups, poppies, and allies]",3.26
White-tailed Ptarmigan,"Rosales [roses, elms, figs, and allies]",4.54
White-tailed Ptarmigan,"Saxifragales [saxifrages, stonecrops, and allies]",1.28
White-tailed Ptarmigan,Unid. Magnoliopsida,2.7
White-tailed Ptarmigan,Unid. Non-biological,0.63
White-tailed Ptarmigan,Unid. Tracheophyta,0.72
American Three-toed Woodpecker,Coleoptera [beetles],52.3
American Three-toed Woodpecker,Coleoptera larva [beetles],30.58
American Three-toed Woodpecker,"Hymenoptera [ants, bees, wasps, and sawflies]",4.15
American Three-toed Woodpecker,Lepidoptera larva [caterpillars],7.22
American Three-toed Woodpecker,Unid. Insecta,0.6
American Three-toed Woodpecker,Unid. Magnoliopsida,4.92
American Three-toed Woodpecker,Unid. Nematoda,0.1
Black-backed Woodpecker,Coleoptera larva [beetles],22.55
Black-backed Woodpecker,"Hymenoptera [ants, bees, wasps, and sawflies]",2.12
Black-backed Woodpecker,Lepidoptera larva [caterpillars],4.29
Black-backed Woodpecker,Unid. Arthropoda,67.27
Black-backed Woodpecker,Unid. Magnoliopsida,3.77
Mountain Chickadee,Araneae [spiders],6.22
Mountain Chickadee,Blattodea [cockroaches and termites],0.62
Mountain Chickadee,Coleoptera [beetles],11.54
Mountain Chickadee,Coleoptera larva [beetles],0.02
Mountain Chickadee,Diptera [flies],2.27
Mountain Chickadee,Diptera larva [flies],5.33
Mountain Chickadee,Diptera pupa [flies],0.19
Mountain Chickadee,"Hemiptera [true bugs, hoppers, aphids, and allies]",3.62
Mountain Chickadee,"Hymenoptera [ants, bees, wasps, and sawflies]",1.2
Mountain Chickadee,"Hymenoptera larva [ants, bees, wasps, and sawflies]",34.87
Mountain Chickadee,Lepidoptera [butterflies and moths],7.56
Mountain Chickadee,Lepidoptera larva [caterpillars],12.72
Mountain Chickadee,Lepidoptera pupa,3.22
Mountain Chickadee,"Neuroptera [antlions, lacewings, and allies]",0.01
Mountain Chickadee,Trichoptera [caddisflies],0.03
Mountain Chickadee,Unid. Arthropoda,0.64
Mountain Chickadee,Unid. Euchelicerata egg,0.3
Mountain Chickadee,Unid. Insecta,1.87
Mountain Chickadee,Unid. Insecta larva,2.39
Mountain Chickadee,Unid. Unknown,4.35
Mountain Bluebird,Coleoptera [beetles],20.31
Mountain Bluebird,Diptera [flies],0.45
Mountain Bluebird,"Hemiptera [true bugs, hoppers, aphids, and allies]",13.38
Mountain Bluebird,"Hymenoptera [ants, bees, wasps, and sawflies]",8.25
Mountain Bluebird,Lepidoptera larva;adult,9.15
Mountain Bluebird,"Orthoptera [grasshoppers, crickets, and katydids]",40.63
Mountain Bluebird,Unid. Euchelicerata,2.23
Mountain Bluebird,Unid. Insecta,1.45
Mountain Bluebird,Unid. Magnoliopsida,4.15
Veery,Araneae [spiders],4.0
Veery,Blattodea [cockroaches and termites],7.13
Veery,Coleoptera [beetles],38.97
Veery,Coleoptera larva [beetles],1.77
Veery,Diptera [flies],5.2
Veery,Diptera larva [flies],1.97
Veery,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.8
Veery,"Hymenoptera [ants, bees, wasps, and sawflies]",6.17
Veery,Lepidoptera [butterflies and moths],0.43
Veery,Lepidoptera larva [caterpillars],8.3
Veery,Unid. Animalia,0.3
Veery,Unid. Arthropoda,1.43
Veery,Unid. Diplopoda,5.23
Veery,Unid. Euchelicerata,1.67
Veery,Unid. Gastropoda,0.97
Veery,Unid. Insecta larva,0.47
Veery,Unid. Magnoliopsida,12.87
Veery,Unid. Mollusca,1.33
American Redstart,Araneae [spiders],3.13
American Redstart,Blattodea [cockroaches and termites],3.4
American Redstart,Coleoptera [beetles],17.29
American Redstart,Diptera [flies],14.01
American Redstart,"Hemiptera [true bugs, hoppers, aphids, and allies]",20.61
American Redstart,"Hymenoptera [ants, bees, wasps, and sawflies]",21.4
American Redstart,Lepidoptera [butterflies and moths],1.82
American Redstart,Lepidoptera Larva [caterpillars],7.66
American Redstart,"Neuroptera [antlions, lacewings, and allies]",0.1
American Redstart,Odonata [dragonflies and damselflies],0.09
American Redstart,"Orthoptera [grasshoppers, crickets, and katydids]",0.52
American Redstart,Phthiraptera,0.1
American Redstart,Plecoptera [stoneflies],1.38
American Redstart,Pseudoscorpiones [pseudoscorpions],0.08
American Redstart,"Psocodea [barklice, booklice, and parasitic lice]",4.74
American Redstart,Thysanoptera [thrips],0.22
American Redstart,Unid. Animalia,0.42
American Redstart,Unid. Arachnida,0.37
American Redstart,Unid. Arthropoda,0.1
American Redstart,Unid. Euchelicerata,0.07
American Redstart,Unid. Insecta,2.22
American Redstart,Unid. Insecta Egg,0.32
American Redstart,Unid. Insecta larva,0.12
White-winged Crossbill,Lepidoptera larva [caterpillars],6.0
White-winged Crossbill,Unid. Animalia,7.0
White-winged Crossbill,Unid. Arthropoda,19.0
White-winged Crossbill,Unid. Tracheophyta,68.0
Boreal Owl,Rodentia [rodents],54.25
Boreal Owl,Soricomorpha,6.08
Boreal Owl,Unid. Aves,7.1
Boreal Owl,Unid. Insecta,4.75
Boreal Owl,Unid. Mammalia,27.07
Lewis's Woodpecker,Araneae [spiders],0.08
Lewis's Woodpecker,Coleoptera [beetles],3.7
Lewis's Woodpecker,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.23
Lewis's Woodpecker,"Hymenoptera [ants, bees, wasps, and sawflies]",6.71
Lewis's Woodpecker,"Orthoptera [grasshoppers, crickets, and katydids]",0.53
Lewis's Woodpecker,"Poales [grasses, sedges, and allies]",0.38
Lewis's Woodpecker,Unid. Animalia,26.33
Lewis's Woodpecker,Unid. Insecta,1.45
Lewis's Woodpecker,Unid. Magnoliopsida,20.31
Lewis's Woodpecker,Unid. Tracheophyta,40.33
Rock Wren,Araneae [spiders],0.96
Rock Wren,Blattodea [cockroaches and termites],0.04
Rock Wren,Coleoptera [beetles],22.5
Rock Wren,Coleoptera larva [beetles],2.89
Rock Wren,Diptera [flies],2.04
Rock Wren,"Hemiptera [true bugs, hoppers, aphids, and allies]",28.77
Rock Wren,"Hemiptera nymph [true bugs, hoppers, aphids, and allies]",1.8
Rock Wren,"Hymenoptera [ants, bees, wasps, and sawflies]",24.06
Rock Wren,Lepidoptera [butterflies and moths],1.23
Rock Wren,Lepidoptera egg,0.4
Rock Wren,Lepidoptera larva [caterpillars],4.05
Rock Wren,"Neuroptera [antlions, lacewings, and allies]",5.04
Rock Wren,"Neuroptera larva [antlions, lacewings, and allies]",1.82
Rock Wren,Odonata [dragonflies and damselflies],0.03
Rock Wren,Odonata nymph [dragonflies and damselflies],0.6
Rock Wren,"Orthoptera [grasshoppers, crickets, and katydids]",2.81
Rock Wren,"Orthoptera nymph [grasshoppers, crickets, and katydids]",0.03
Rock Wren,Raphidioptera [snakeflies],0.01
Rock Wren,Solifugae [solifuges],0.01
Rock Wren,Trichoptera [caddisflies],0.1
Rock Wren,Trombidiformes [trombidiforms],0.01
Rock Wren,Unid. Arthropoda,0.09
Rock Wren,Unid. Insecta,0.01
Rock Wren,Unid. Insecta egg,0.45
Rock Wren,Unid. Magnoliopsida,0.27
Chukar,"Asparagales [agaves, orchids, irises, and allies]",0.1
Chukar,"Asterales [asters, bellflowers, fanflowers, and allies]",4.78
Chukar,Boraginales,10.33
Chukar,"Brassicales [mustards, capers, and allies]",0.18
Chukar,"Caryophyllales [pinks, cactuses, and allies]",4.1
Chukar,Coleoptera [beetles],0.6
Chukar,Ephedrales [jointfirs],0.57
Chukar,"Fabales [legumes, milkworts, and allies]",0.28
Chukar,"Geraniales [geraniums, bridal wreaths, and allies]",1.57
Chukar,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.33
Chukar,"Hymenoptera [ants, bees, wasps, and sawflies]",0.98
Chukar,"Lamiales [mints, plantains, olives, and allies]",0.03
Chukar,"Orthoptera [grasshoppers, crickets, and katydids]",6.37
Chukar,"Poales [grasses, sedges, and allies]",61.62
Chukar,Rodentia [rodents],1.33
Chukar,"Rosales [roses, elms, figs, and allies]",0.17
Chukar,"Saxifragales [saxifrages, stonecrops, and allies]",4.27
Chukar,"Solanales [nightshades, bindweeds, gooseweeds, and allies]",0.4
Chukar,Unid. Animalia,0.1
Gray Partridge,"Asterales [asters, bellflowers, fanflowers, and allies]",1.7
Gray Partridge,Boraginales,0.2
Gray Partridge,"Brassicales [mustards, capers, and allies]",0.48
Gray Partridge,"Caryophyllales [pinks, cactuses, and allies]",1.84
Gray Partridge,Coleoptera [beetles],0.07
Gray Partridge,"Dipsacales [honeysuckles, moschatels, and allies]",0.06
Gray Partridge,"Fabales [legumes, milkworts, and allies]",2.17
Gray Partridge,"Geraniales [geraniums, bridal wreaths, and allies]",0.03
Gray Partridge,"Hymenoptera [ants, bees, wasps, and sawflies]",0.07
Gray Partridge,"Lamiales [mints, plantains, olives, and allies]",0.07
Gray Partridge,"Orthoptera [grasshoppers, crickets, and katydids]",0.27
Gray Partridge,"Poales [grasses, sedges, and allies]",39.0
Gray Partridge,"Ranunculales [buttercups, poppies, and allies]",0.0
Gray Partridge,"Rosales [roses, elms, figs, and allies]",1.69
Gray Partridge,"Saxifragales [saxifrages, stonecrops, and allies]",0.32
Gray Partridge,"Solanales [nightshades, bindweeds, gooseweeds, and allies]",0.33
Gray Partridge,Unid. Animalia,1.21
Gray Partridge,Unid. Euchelicerata,0.03
Gray Partridge,Unid. Insecta,1.11
Gray Partridge,Unid. Magnoliopsida,4.56
Gray Partridge,Unid. Mollusca,0.03
Gray Partridge,Unid. Non-biological,17.41
Gray Partridge,Unid. Tracheophyta,27.36
Gray Partridge,Unid. Unknown,0.01
Dusky Grouse,Araneae [spiders],0.0
Dusky Grouse,"Asterales [asters, bellflowers, fanflowers, and allies]",6.76
Dusky Grouse,"Caryophyllales [pinks, cactuses, and allies]",1.95
Dusky Grouse,Celastrales [staff-vines and allies],0.03
Dusky Grouse,Coleoptera [beetles],0.11
Dusky Grouse,"Dipsacales [honeysuckles, moschatels, and allies]",0.99
Dusky Grouse,Diptera [flies],0.06
Dusky Grouse,"Ericales [heathers, balsams, primroses, and allies]",13.06
Dusky Grouse,"Fabales [legumes, milkworts, and allies]",0.6
Dusky Grouse,"Gentianales [gentians, dogbanes, madders, and allies]",0.0
Dusky Grouse,"Geraniales [geraniums, bridal wreaths, and allies]",0.0
Dusky Grouse,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.06
Dusky Grouse,"Hymenoptera [ants, bees, wasps, and sawflies]",2.04
Dusky Grouse,Lepidoptera unspecified,0.07
Dusky Grouse,"Malpighiales [nances, willows, and allies]",5.24
Dusky Grouse,"Myrtales [myrtles, evening primroses, and allies]",0.02
Dusky Grouse,"Neuroptera [antlions, lacewings, and allies]",0.03
Dusky Grouse,"Orthoptera [grasshoppers, crickets, and katydids]",3.51
Dusky Grouse,Pinales [conifers],14.0
Dusky Grouse,"Poales [grasses, sedges, and allies]",0.42
Dusky Grouse,"Rosales [roses, elms, figs, and allies]",6.51
Dusky Grouse,"Santalales [sandalwoods, mistletoes, and allies]",1.2
Dusky Grouse,"Saxifragales [saxifrages, stonecrops, and allies]",3.26
Dusky Grouse,Selaginellales [spikemosses],0.0
